model_id,model_name,condition_id,condition_name,variant_id,variant_label,component_id,component_title,rep_idx,prompt,ok,error,prompt_tokens,completion_tokens,cost,output_file,raw_score,max_score,norm_score,axe_ok,axe_error,axe_profile,axe_violations,axe_incomplete,axe_passes,axe_inapplicable,axe_score,axe_json_file,resolved_output_path,component_name_from_score_json,axe_coverage,axe_json_path
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C02,Text Field (Required),1,required text field “What color is an orange?”,True,,27,453,0.00549,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C02/rep_01/df530a1351.html,18,18,1.0,True,,form_fragment_rules,0,0,1,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C02/rep_01/df530a1351.axe.json,cond_001/G1/C02/rep_01/df530a1351.html,Text Field (Required),1.0,cond_001/G1/C02/rep_01/df530a1351.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C02,Text Field (Required),2,required text field “What color is an orange?”,True,,27,422,0.005118,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C02/rep_02/556f2b3486.html,18,18,1.0,True,,form_fragment_rules,0,0,1,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C02/rep_02/556f2b3486.axe.json,cond_001/G1/C02/rep_02/556f2b3486.html,Text Field (Required),1.0,cond_001/G1/C02/rep_02/556f2b3486.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C02,Text Field (Required),3,required text field “What color is an orange?”,True,,27,453,0.00549,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C02/rep_03/931e494a74.html,18,18,1.0,True,,form_fragment_rules,0,0,1,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C02/rep_03/931e494a74.axe.json,cond_001/G1/C02/rep_03/931e494a74.html,Text Field (Required),1.0,cond_001/G1/C02/rep_03/931e494a74.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C02,Text Field (Required),4,required text field “What color is an orange?”,True,,27,354,0.004302,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C02/rep_04/8cb4ef29a1.html,18,18,1.0,True,,form_fragment_rules,0,0,1,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C02/rep_04/8cb4ef29a1.axe.json,cond_001/G1/C02/rep_04/8cb4ef29a1.html,Text Field (Required),1.0,cond_001/G1/C02/rep_04/8cb4ef29a1.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C02,Text Field (Required),5,required text field “What color is an orange?”,True,,27,470,0.005694,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C02/rep_05/2286a4c826.html,18,18,1.0,True,,form_fragment_rules,0,0,1,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C02/rep_05/2286a4c826.axe.json,cond_001/G1/C02/rep_05/2286a4c826.html,Text Field (Required),1.0,cond_001/G1/C02/rep_05/2286a4c826.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C02,Text Field (Required),6,required text field “What color is an orange?”,True,,27,519,0.006282,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C02/rep_06/2c4e2843be.html,18,18,1.0,True,,form_fragment_rules,0,0,1,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C02/rep_06/2c4e2843be.axe.json,cond_001/G1/C02/rep_06/2c4e2843be.html,Text Field (Required),1.0,cond_001/G1/C02/rep_06/2c4e2843be.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C02,Text Field (Required),7,required text field “What color is an orange?”,True,,27,379,0.004602,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C02/rep_07/47291439ab.html,18,18,1.0,True,,form_fragment_rules,0,0,1,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C02/rep_07/47291439ab.axe.json,cond_001/G1/C02/rep_07/47291439ab.html,Text Field (Required),1.0,cond_001/G1/C02/rep_07/47291439ab.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C02,Text Field (Required),8,required text field “What color is an orange?”,True,,27,596,0.007206,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C02/rep_08/61504b8764.html,11,18,0.6111111111111112,True,,form_fragment_rules,0,0,0,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C02/rep_08/61504b8764.axe.json,cond_001/G1/C02/rep_08/61504b8764.html,Text Field (Required),0.0,cond_001/G1/C02/rep_08/61504b8764.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C02,Text Field (Required),9,required text field “What color is an orange?”,True,,27,324,0.003942,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C02/rep_09/f5dead02c0.html,18,18,1.0,True,,form_fragment_rules,0,0,1,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C02/rep_09/f5dead02c0.axe.json,cond_001/G1/C02/rep_09/f5dead02c0.html,Text Field (Required),1.0,cond_001/G1/C02/rep_09/f5dead02c0.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C02,Text Field (Required),10,required text field “What color is an orange?”,True,,27,413,0.00501,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C02/rep_10/8bac496192.html,18,18,1.0,True,,form_fragment_rules,0,0,1,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C02/rep_10/8bac496192.axe.json,cond_001/G1/C02/rep_10/8bac496192.html,Text Field (Required),1.0,cond_001/G1/C02/rep_10/8bac496192.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C03,Text Field with Placeholder,1,text field “Who is your favorite dinosaur?” with hint “Rex”,True,,31,503,0.006098,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C03/rep_01/9a278cae25.html,14,14,1.0,True,,form_fragment_rules,0,0,1,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C03/rep_01/9a278cae25.axe.json,cond_001/G1/C03/rep_01/9a278cae25.html,Text Field with Placeholder,1.0,cond_001/G1/C03/rep_01/9a278cae25.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C03,Text Field with Placeholder,2,text field “Who is your favorite dinosaur?” with hint “Rex”,True,,31,357,0.004346,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C03/rep_02/cb315d40ea.html,14,14,1.0,True,,form_fragment_rules,0,0,1,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C03/rep_02/cb315d40ea.axe.json,cond_001/G1/C03/rep_02/cb315d40ea.html,Text Field with Placeholder,1.0,cond_001/G1/C03/rep_02/cb315d40ea.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C03,Text Field with Placeholder,3,text field “Who is your favorite dinosaur?” with hint “Rex”,True,,31,466,0.005654,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C03/rep_03/e7345af4e7.html,14,14,1.0,True,,form_fragment_rules,0,0,1,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C03/rep_03/e7345af4e7.axe.json,cond_001/G1/C03/rep_03/e7345af4e7.html,Text Field with Placeholder,1.0,cond_001/G1/C03/rep_03/e7345af4e7.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C03,Text Field with Placeholder,4,text field “Who is your favorite dinosaur?” with hint “Rex”,True,,31,460,0.005582,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C03/rep_04/84212cf78f.html,14,14,1.0,True,,form_fragment_rules,0,0,1,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C03/rep_04/84212cf78f.axe.json,cond_001/G1/C03/rep_04/84212cf78f.html,Text Field with Placeholder,1.0,cond_001/G1/C03/rep_04/84212cf78f.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C03,Text Field with Placeholder,5,text field “Who is your favorite dinosaur?” with hint “Rex”,True,,31,467,0.005666,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C03/rep_05/72c4abd79e.html,14,14,1.0,True,,form_fragment_rules,0,0,1,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C03/rep_05/72c4abd79e.axe.json,cond_001/G1/C03/rep_05/72c4abd79e.html,Text Field with Placeholder,1.0,cond_001/G1/C03/rep_05/72c4abd79e.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C03,Text Field with Placeholder,6,text field “Who is your favorite dinosaur?” with hint “Rex”,True,,31,275,0.003362,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C03/rep_06/da939bc9fd.html,14,14,1.0,True,,form_fragment_rules,0,0,1,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C03/rep_06/da939bc9fd.axe.json,cond_001/G1/C03/rep_06/da939bc9fd.html,Text Field with Placeholder,1.0,cond_001/G1/C03/rep_06/da939bc9fd.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C03,Text Field with Placeholder,7,text field “Who is your favorite dinosaur?” with hint “Rex”,True,,33,392,0.00477,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C03/rep_07/cd36e63a83.html,14,14,1.0,True,,form_fragment_rules,0,0,1,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C03/rep_07/cd36e63a83.axe.json,cond_001/G1/C03/rep_07/cd36e63a83.html,Text Field with Placeholder,1.0,cond_001/G1/C03/rep_07/cd36e63a83.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C03,Text Field with Placeholder,8,text field “Who is your favorite dinosaur?” with hint “Rex”,True,,31,465,0.005642,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C03/rep_08/a541b2e4c0.html,14,14,1.0,True,,form_fragment_rules,0,0,1,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C03/rep_08/a541b2e4c0.axe.json,cond_001/G1/C03/rep_08/a541b2e4c0.html,Text Field with Placeholder,1.0,cond_001/G1/C03/rep_08/a541b2e4c0.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C03,Text Field with Placeholder,9,text field “Who is your favorite dinosaur?” with hint “Rex”,True,,31,438,0.005318,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C03/rep_09/dfa83f0d7c.html,14,14,1.0,True,,form_fragment_rules,0,0,1,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C03/rep_09/dfa83f0d7c.axe.json,cond_001/G1/C03/rep_09/dfa83f0d7c.html,Text Field with Placeholder,1.0,cond_001/G1/C03/rep_09/dfa83f0d7c.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C03,Text Field with Placeholder,10,text field “Who is your favorite dinosaur?” with hint “Rex”,True,,31,313,0.003818,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C03/rep_10/ee551ab2cd.html,14,14,1.0,True,,form_fragment_rules,0,0,1,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C03/rep_10/ee551ab2cd.axe.json,cond_001/G1/C03/rep_10/ee551ab2cd.html,Text Field with Placeholder,1.0,cond_001/G1/C03/rep_10/ee551ab2cd.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C04,Text Field with Pattern,1,text field “Enter two letters followed by 3 numbers”,True,,29,596,0.00721,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C04/rep_01/8226fbcdf1.html,0,18,0.0,True,,form_fragment_rules,0,0,0,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C04/rep_01/8226fbcdf1.axe.json,cond_001/G1/C04/rep_01/8226fbcdf1.html,Text Field with Pattern,0.0,cond_001/G1/C04/rep_01/8226fbcdf1.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C04,Text Field with Pattern,2,text field “Enter two letters followed by 3 numbers”,True,,29,395,0.004798,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C04/rep_02/f0629ba01f.html,14,18,0.7777777777777778,True,,form_fragment_rules,1,0,0,0,0.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C04/rep_02/f0629ba01f.axe.json,cond_001/G1/C04/rep_02/f0629ba01f.html,Text Field with Pattern,1.0,cond_001/G1/C04/rep_02/f0629ba01f.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C04,Text Field with Pattern,3,text field “Enter two letters followed by 3 numbers”,True,,29,596,0.00721,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C04/rep_03/b6cb1c1a4c.html,0,18,0.0,True,,form_fragment_rules,0,0,0,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C04/rep_03/b6cb1c1a4c.axe.json,cond_001/G1/C04/rep_03/b6cb1c1a4c.html,Text Field with Pattern,0.0,cond_001/G1/C04/rep_03/b6cb1c1a4c.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C04,Text Field with Pattern,4,text field “Enter two letters followed by 3 numbers”,True,,29,596,0.00721,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C04/rep_04/e7fb3bfc03.html,0,18,0.0,True,,form_fragment_rules,0,0,0,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C04/rep_04/e7fb3bfc03.axe.json,cond_001/G1/C04/rep_04/e7fb3bfc03.html,Text Field with Pattern,0.0,cond_001/G1/C04/rep_04/e7fb3bfc03.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C04,Text Field with Pattern,5,text field “Enter two letters followed by 3 numbers”,True,,29,589,0.007126,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C04/rep_05/c60381e338.html,14,18,0.7777777777777778,True,,form_fragment_rules,1,0,0,0,0.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C04/rep_05/c60381e338.axe.json,cond_001/G1/C04/rep_05/c60381e338.html,Text Field with Pattern,1.0,cond_001/G1/C04/rep_05/c60381e338.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C04,Text Field with Pattern,6,text field “Enter two letters followed by 3 numbers”,True,,29,596,0.00721,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C04/rep_06/2ab38d67b2.html,0,18,0.0,True,,form_fragment_rules,0,0,0,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C04/rep_06/2ab38d67b2.axe.json,cond_001/G1/C04/rep_06/2ab38d67b2.html,Text Field with Pattern,0.0,cond_001/G1/C04/rep_06/2ab38d67b2.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C04,Text Field with Pattern,7,text field “Enter two letters followed by 3 numbers”,True,,29,442,0.005362,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C04/rep_07/b74a27c79a.html,14,18,0.7777777777777778,True,,form_fragment_rules,1,0,0,0,0.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C04/rep_07/b74a27c79a.axe.json,cond_001/G1/C04/rep_07/b74a27c79a.html,Text Field with Pattern,1.0,cond_001/G1/C04/rep_07/b74a27c79a.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C04,Text Field with Pattern,8,text field “Enter two letters followed by 3 numbers”,True,,29,551,0.00667,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C04/rep_08/f5e7166521.html,14,18,0.7777777777777778,True,,form_fragment_rules,1,0,0,0,0.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C04/rep_08/f5e7166521.axe.json,cond_001/G1/C04/rep_08/f5e7166521.html,Text Field with Pattern,1.0,cond_001/G1/C04/rep_08/f5e7166521.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C04,Text Field with Pattern,9,text field “Enter two letters followed by 3 numbers”,True,,29,586,0.00709,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C04/rep_09/ef5bdfb292.html,14,18,0.7777777777777778,True,,form_fragment_rules,1,0,0,0,0.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C04/rep_09/ef5bdfb292.axe.json,cond_001/G1/C04/rep_09/ef5bdfb292.html,Text Field with Pattern,1.0,cond_001/G1/C04/rep_09/ef5bdfb292.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C04,Text Field with Pattern,10,text field “Enter two letters followed by 3 numbers”,True,,29,536,0.00649,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C04/rep_10/5793689e34.html,14,18,0.7777777777777778,True,,form_fragment_rules,1,0,0,0,0.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C04/rep_10/5793689e34.axe.json,cond_001/G1/C04/rep_10/5793689e34.html,Text Field with Pattern,1.0,cond_001/G1/C04/rep_10/5793689e34.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C05,Text Field with Autocomplete Suggestion,1,text field “Your first name” with autocomplete=given-name,True,,30,590,0.00714,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C05/rep_01/114ad78e1c.html,14,18,0.7777777777777778,True,,form_fragment_rules,0,0,1,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C05/rep_01/114ad78e1c.axe.json,cond_001/G1/C05/rep_01/114ad78e1c.html,Text Field with Autocomplete Suggestion,1.0,cond_001/G1/C05/rep_01/114ad78e1c.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C05,Text Field with Autocomplete Suggestion,2,text field “Your first name” with autocomplete=given-name,True,,30,461,0.005592,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C05/rep_02/0c4652e5b8.html,14,18,0.7777777777777778,True,,form_fragment_rules,0,0,1,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C05/rep_02/0c4652e5b8.axe.json,cond_001/G1/C05/rep_02/0c4652e5b8.html,Text Field with Autocomplete Suggestion,1.0,cond_001/G1/C05/rep_02/0c4652e5b8.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C05,Text Field with Autocomplete Suggestion,3,text field “Your first name” with autocomplete=given-name,True,,30,537,0.006504,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C05/rep_03/14fa545ef8.html,14,18,0.7777777777777778,True,,form_fragment_rules,0,0,1,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C05/rep_03/14fa545ef8.axe.json,cond_001/G1/C05/rep_03/14fa545ef8.html,Text Field with Autocomplete Suggestion,1.0,cond_001/G1/C05/rep_03/14fa545ef8.axe.json
google/gemini-3.1-pro-preview,Google: Gemini 3.1 Pro Preview,cond_001,Unguided,G1,Unspecified,C05,Text Field with Autocomplete Suggestion,4,text field “Your first name” with autocomplete=given-name,True,,30,591,0.007152,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C05/rep_04/99ebb05db6.html,14,18,0.7777777777777778,True,,form_fragment_rules,0,0,1,0,1.0,output/_runs/gemini/google_gemini-3.1-pro-preview/cond_001/G1/C05/rep_04/99ebb05db6.axe.json,cond_001/G1/C05/rep_04/99ebb05db6.html,Text Field with Autocomplete Suggestion,1.0,cond_001/G1/C05/rep_04/99ebb05db6.axe.json
